년월,시군구별,연료별,승용,승합,화물,특수,계
2019-01-01,종로구,CNG,6,2,16,,24
2019-01-01,종로구,CNG,,92,,,92
2019-01-01,종로구,경유,11053,3266,4114,120,18553
2019-01-01,종로구,경유,56,224,602,53,935
2019-01-01,종로구,기타연료,2,25,47,10,84
2019-01-01,종로구,기타연료,,,91,,91
2019-01-01,종로구,수소,6,,,,6
2019-01-01,종로구,엘피지,1736,236,341,,2313
2019-01-01,종로구,엘피지,223,,124,,347
2019-01-01,종로구,전기,127,,4,,131
2019-01-01,종로구,하이브리드(LPG+전기),42,,,,42
2019-01-01,종로구,하이브리드(경유+전기),2,,,,2
2019-01-01,종로구,하이브리드(휘발유+전기),1264,,,,1264
2019-01-01,종로구,하이브리드(휘발유+전기),9,,,,9
2019-01-01,종로구,휘발유,11583,38,49,1,11671
2019-01-01,종로구,휘발유,5,,,,5
2019-01-01,종로구,휘발유(무연),14901,27,15,1,14944
2019-01-01,종로구,휘발유(무연),200,,,,200
2019-01-01,종로구,휘발유(유연),8,,,,8
2019-01-01,중구,CNG,8,2,12,,22
2019-01-01,중구,CNG,1,13,,,14
2019-01-01,중구,경유,11931,2699,4883,80,19593
2019-01-01,중구,경유,659,272,1550,124,2605
2019-01-01,중구,기타연료,4,24,80,17,125
2019-01-01,중구,기타연료,,,149,,149
2019-01-01,중구,수소,3,,,,3
2019-01-01,중구,엘피지,1448,330,437,,2215
2019-01-01,중구,엘피지,889,1,58,,948
2019-01-01,중구,전기,182,2,2,,186
2019-01-01,중구,전기,22,,,,22
2019-01-01,중구,하이브리드(LPG+전기),29,,,,29
2019-01-01,중구,하이브리드(경유+전기),3,,,,3
2019-01-01,중구,하이브리드(휘발유+전기),1068,,,,1068
2019-01-01,중구,하이브리드(휘발유+전기),187,,,,187
2019-01-01,중구,휘발유,11251,17,20,2,11290
2019-01-01,중구,휘발유,189,4,,,193
2019-01-01,중구,휘발유(무연),12575,15,29,,12619
2019-01-01,중구,휘발유(무연),604,,,,604
2019-01-01,중구,휘발유(유연),19,,,,19
2019-01-01,용산구,CNG,3,1,24,1,29
2019-01-01,용산구,CNG,,3,,,3
2019-01-01,용산구,경유,18556,2020,5384,82,26042
2019-01-01,용산구,경유,64,65,1019,45,1193
2019-01-01,용산구,기타연료,213,29,87,7,336
2019-01-01,용산구,기타연료,,,3,,3
2019-01-01,용산구,엘피지,2611,399,470,,3480
2019-01-01,용산구,엘피지,760,18,76,,854
2019-01-01,용산구,전기,199,,,,199
2019-01-01,용산구,하이브리드(LPG+전기),33,,,,33
2019-01-01,용산구,하이브리드(경유+전기),1,,,,1
2019-01-01,용산구,하이브리드(휘발유+전기),1833,,,,1833
2019-01-01,용산구,하이브리드(휘발유+전기),1,,,,1
2019-01-01,용산구,휘발유,21982,22,48,,22052
2019-01-01,용산구,휘발유,32,5,,,37
2019-01-01,용산구,휘발유(무연),21267,28,20,,21315
2019-01-01,용산구,휘발유(무연),161,,,,161
2019-01-01,용산구,휘발유(유연),24,,,,24
2019-01-01,성동구,CNG,19,4,16,,39
2019-01-01,성동구,CNG,,128,,,128
2019-01-01,성동구,경유,26009,2365,8617,71,37062
2019-01-01,성동구,경유,1019,873,1343,105,3340
2019-01-01,성동구,기타연료,2,59,83,2,146
2019-01-01,성동구,기타연료,,,6,,6
2019-01-01,성동구,수소,3,,,,3
2019-01-01,성동구,엘피지,4416,553,827,,5796
2019-01-01,성동구,엘피지,3104,19,264,,3387
2019-01-01,성동구,전기,179,,2,,181
2019-01-01,성동구,전기,264,,,,264
2019-01-01,성동구,하이브리드(LPG+전기),54,,,,54
2019-01-01,성동구,하이브리드(LPG+전기),1,,,,1
2019-01-01,성동구,하이브리드(휘발유+전기),2350,,,,2350
2019-01-01,성동구,하이브리드(휘발유+전기),19,,,,19
2019-01-01,성동구,휘발유,22498,11,30,,22539
2019-01-01,성동구,휘발유,400,2,,,402
2019-01-01,성동구,휘발유(무연),27928,15,6,,27949
2019-01-01,성동구,휘발유(무연),2036,,,,2036
2019-01-01,성동구,휘발유(유연),40,,,,40
2019-01-01,광진구,CNG,16,1,13,,30
2019-01-01,광진구,CNG,,369,,,369
2019-01-01,광진구,경유,24002,2542,10117,42,36703
2019-01-01,광진구,경유,437,329,1274,181,2221
2019-01-01,광진구,기타연료,,37,93,,130
2019-01-01,광진구,기타연료,,,4,,4
2019-01-01,광진구,엘피지,4795,575,765,1,6136
2019-01-01,광진구,엘피지,2507,3,253,60,2823
2019-01-01,광진구,전기,120,,,,120
2019-01-01,광진구,전기,3,,,,3
2019-01-01,광진구,하이브리드(LPG+전기),58,,,,58
2019-01-01,광진구,하이브리드(휘발유+전기),2030,,,,2030
2019-01-01,광진구,하이브리드(휘발유+전기),15,,,,15
2019-01-01,광진구,휘발유,20907,9,24,,20940
2019-01-01,광진구,휘발유,249,1,,,250
2019-01-01,광진구,휘발유(무연),28405,23,25,,28453
2019-01-01,광진구,휘발유(무연),302,,,,302
2019-01-01,광진구,휘발유(유연),38,,,,38
2019-01-01,동대문구,CNG,14,1,19,,34
2019-01-01,동대문구,CNG,,21,,,21
2019-01-01,동대문구,경유,23895,3073,9762,71,36801
2019-01-01,동대문구,경유,239,123,1814,98,2274
2019-01-01,동대문구,기타연료,3,39,113,4,159
2019-01-01,동대문구,기타연료,,,7,,7
2019-01-01,동대문구,수소,2,,,,2
2019-01-01,동대문구,엘피지,5346,613,1060,2,7021
2019-01-01,동대문구,엘피지,2408,1,337,,2746
2019-01-01,동대문구,전기,101,,1,,102
2019-01-01,동대문구,전기,2,,,,2
2019-01-01,동대문구,하이브리드(LPG+전기),70,,,,70
2019-01-01,동대문구,하이브리드(휘발유+전기),1663,,,,1663
2019-01-01,동대문구,하이브리드(휘발유+전기),40,,,,40
2019-01-01,동대문구,휘발유,19549,8,41,,19598
2019-01-01,동대문구,휘발유,123,,,,123
2019-01-01,동대문구,휘발유(무연),27508,25,30,,27563
2019-01-01,동대문구,휘발유(무연),188,,,,188
2019-01-01,동대문구,휘발유(유연),39,,,,39
2019-01-01,중랑구,CNG,22,2,11,,35
2019-01-01,중랑구,CNG,1,360,,,361
2019-01-01,중랑구,경유,27206,3518,11479,85,42288
2019-01-01,중랑구,경유,222,175,2415,322,3134
2019-01-01,중랑구,기타연료,2,44,84,6,136
2019-01-01,중랑구,기타연료,,,17,,17
2019-01-01,중랑구,엘피지,7199,794,1177,,9170
2019-01-01,중랑구,엘피지,5377,2,369,,5748
2019-01-01,중랑구,전기,120,,,,120
2019-01-01,중랑구,전기,4,,,,4
2019-01-01,중랑구,하이브리드(LPG+전기),68,,,,68
2019-01-01,중랑구,하이브리드(경유+전기),1,,,,1
2019-01-01,중랑구,하이브리드(휘발유+전기),1609,,,,1609
2019-01-01,중랑구,하이브리드(휘발유+전기),8,,,,8
2019-01-01,중랑구,휘발유,19827,11,35,,19873
2019-01-01,중랑구,휘발유,24,,,,24
2019-01-01,중랑구,휘발유(무연),31076,17,31,1,31125
2019-01-01,중랑구,휘발유(무연),410,,,,410
2019-01-01,중랑구,휘발유(유연),28,,,,28
2019-01-01,성북구,CNG,22,2,7,,31
2019-01-01,성북구,CNG,,762,,,762
2019-01-01,성북구,경유,29477,3413,8411,59,41360
2019-01-01,성북구,경유,64,368,1310,93,1835
2019-01-01,성북구,기타연료,3,43,131,2,179
2019-01-01,성북구,기타연료,,,4,,4
2019-01-01,성북구,수소,2,,,,2
2019-01-01,성북구,엘피지,6297,661,827,,7785
2019-01-01,성북구,엘피지,2503,2,308,,2813
2019-01-01,성북구,전기,148,,,,148
2019-01-01,성북구,전기,6,19,,,25
2019-01-01,성북구,하이브리드(CNG+전기),,3,,,3
2019-01-01,성북구,하이브리드(LPG+전기),62,,,,62
2019-01-01,성북구,하이브리드(휘발유+전기),2333,,,,2333
2019-01-01,성북구,하이브리드(휘발유+전기),2,,,,2
2019-01-01,성북구,휘발유,24370,13,32,,24415
2019-01-01,성북구,휘발유,5,,,,5
2019-01-01,성북구,휘발유(무연),34749,18,15,,34782
2019-01-01,성북구,휘발유(무연),39,,,,39
2019-01-01,성북구,휘발유(유연),39,,,,39
2019-01-01,강북구,CNG,14,1,8,,23
2019-01-01,강북구,CNG,,677,1,,678
2019-01-01,강북구,경유,18674,2617,7216,54,28561
2019-01-01,강북구,경유,23,62,1033,100,1218
2019-01-01,강북구,기타연료,1,12,53,1,67
2019-01-01,강북구,기타연료,,,1,,1
2019-01-01,강북구,수소,1,,,,1
2019-01-01,강북구,엘피지,5309,637,803,,6749
2019-01-01,강북구,엘피지,2525,,228,,2753
2019-01-01,강북구,전기,80,,,,80
2019-01-01,강북구,전기,6,,,,6
2019-01-01,강북구,하이브리드(LPG+전기),49,,,,49
2019-01-01,강북구,하이브리드(경유+전기),1,,,,1
2019-01-01,강북구,하이브리드(휘발유+전기),1128,,,,1128
2019-01-01,강북구,하이브리드(휘발유+전기),2,,,,2
2019-01-01,강북구,휘발유,13854,11,19,1,13885
2019-01-01,강북구,휘발유,5,,,,5
2019-01-01,강북구,휘발유(무연),22086,15,9,,22110
2019-01-01,강북구,휘발유(무연),75,,,,75
2019-01-01,강북구,휘발유(유연),26,,,,26
2019-01-01,도봉구,CNG,21,2,5,,28
2019-01-01,도봉구,CNG,1,338,,,339
2019-01-01,도봉구,경유,22828,2807,8305,72,34012
2019-01-01,도봉구,경유,63,91,1511,149,1814
2019-01-01,도봉구,기타연료,1,40,78,,119
2019-01-01,도봉구,기타연료,,,8,,8
2019-01-01,도봉구,엘피지,6184,615,817,1,7617
2019-01-01,도봉구,엘피지,4961,2,312,,5275
2019-01-01,도봉구,전기,106,,,,106
2019-01-01,도봉구,전기,17,,,,17
2019-01-01,도봉구,하이브리드(CNG+전기),,8,,,8
2019-01-01,도봉구,하이브리드(LPG+전기),62,,,,62
2019-01-01,도봉구,하이브리드(휘발유+전기),1569,,,,1569
2019-01-01,도봉구,하이브리드(휘발유+전기),4,,,,4
2019-01-01,도봉구,휘발유,17900,7,24,,17931
2019-01-01,도봉구,휘발유,49,,,,49
2019-01-01,도봉구,휘발유(무연),28282,15,18,,28315
2019-01-01,도봉구,휘발유(무연),86,,,,86
2019-01-01,도봉구,휘발유(유연),38,,,,38
2019-01-01,노원구,CNG,35,3,7,,45
2019-01-01,노원구,CNG,,592,1,,593
2019-01-01,노원구,경유,37041,4003,10299,78,51421
2019-01-01,노원구,경유,94,287,1644,263,2288
2019-01-01,노원구,기타연료,2,71,133,1,207
2019-01-01,노원구,기타연료,,,14,,14
2019-01-01,노원구,수소,1,,,,1
2019-01-01,노원구,엘피지,10499,827,1049,1,12376
2019-01-01,노원구,엘피지,5765,5,338,,6108
2019-01-01,노원구,전기,158,1,,,159
2019-01-01,노원구,전기,7,,,,7
2019-01-01,노원구,하이브리드(CNG+전기),,31,,,31
2019-01-01,노원구,하이브리드(LPG+전기),107,,,,107
2019-01-01,노원구,하이브리드(경유+전기),2,,,,2
2019-01-01,노원구,하이브리드(휘발유+전기),2867,,,,2867
2019-01-01,노원구,하이브리드(휘발유+전기),2,,,,2
2019-01-01,노원구,휘발유,30175,6,42,,30223
2019-01-01,노원구,휘발유,46,,,,46
2019-01-01,노원구,휘발유(무연),47086,24,18,,47128
2019-01-01,노원구,휘발유(무연),147,,,,147
2019-01-01,노원구,휘발유(유연),48,,,,48
2019-01-01,은평구,CNG,16,2,12,,30
2019-01-01,은평구,CNG,3,719,,,722
2019-01-01,은평구,경유,30855,3717,10340,78,44990
2019-01-01,은평구,경유,58,57,1691,182,1988
2019-01-01,은평구,기타연료,2,44,108,5,159
2019-01-01,은평구,기타연료,,,1,,1
2019-01-01,은평구,수소,2,,,,2
2019-01-01,은평구,엘피지,7875,845,953,,9673
2019-01-01,은평구,엘피지,3963,,260,,4223
2019-01-01,은평구,전기,156,,,1,157
2019-01-01,은평구,전기,1,,,,1
2019-01-01,은평구,하이브리드(CNG+전기),,1,,,1
2019-01-01,은평구,하이브리드(LPG+전기),106,,,,106
2019-01-01,은평구,하이브리드(휘발유+전기),2423,,,,2423
2019-01-01,은평구,하이브리드(휘발유+전기),2,,,,2
2019-01-01,은평구,휘발유,26272,12,39,,26323
2019-01-01,은평구,휘발유,5,,1,,6
2019-01-01,은평구,휘발유(무연),39084,23,27,,39134
2019-01-01,은평구,휘발유(무연),78,,,,78
2019-01-01,은평구,휘발유(유연),35,,,,35
2019-01-01,서대문구,CNG,12,10,14,,36
2019-01-01,서대문구,CNG,2,281,,,283
2019-01-01,서대문구,경유,20375,2496,6093,73,29037
2019-01-01,서대문구,경유,143,150,1674,239,2206
2019-01-01,서대문구,기타연료,2,34,62,2,100
2019-01-01,서대문구,기타연료,,,42,,42
2019-01-01,서대문구,수소,3,,,,3
2019-01-01,서대문구,엘피지,4468,421,590,,5479
2019-01-01,서대문구,엘피지,2750,6,131,,2887
2019-01-01,서대문구,전기,118,,,,118
2019-01-01,서대문구,전기,11,,,,11
2019-01-01,서대문구,하이브리드(CNG+전기),,2,,,2
2019-01-01,서대문구,하이브리드(LPG+전기),56,,,,56
2019-01-01,서대문구,하이브리드(경유+전기),1,,,,1
2019-01-01,서대문구,하이브리드(휘발유+전기),1881,,,,1881
2019-01-01,서대문구,하이브리드(휘발유+전기),3,,,,3
2019-01-01,서대문구,휘발유,18748,14,32,,18794
2019-01-01,서대문구,휘발유,24,1,,,25
2019-01-01,서대문구,휘발유(무연),25918,14,22,,25954
2019-01-01,서대문구,휘발유(무연),191,,,,191
2019-01-01,서대문구,휘발유(유연),35,,,,35
2019-01-01,마포구,CNG,25,2,30,,57
2019-01-01,마포구,CNG,,289,1,,290
2019-01-01,마포구,경유,27978,2940,9019,112,40049
2019-01-01,마포구,경유,565,453,1879,123,3020
2019-01-01,마포구,기타연료,2,42,111,7,162
2019-01-01,마포구,기타연료,,,50,,50
2019-01-01,마포구,수소,2,,,,2
2019-01-01,마포구,엘피지,5029,631,889,,6549
2019-01-01,마포구,엘피지,2636,1,141,,2778
2019-01-01,마포구,전기,208,,,,208
2019-01-01,마포구,전기,9,,,,9
2019-01-01,마포구,하이브리드(LPG+전기),68,,,,68
2019-01-01,마포구,하이브리드(휘발유+전기),2817,,,,2817
2019-01-01,마포구,하이브리드(휘발유+전기),15,,,,15
2019-01-01,마포구,휘발유,27014,20,58,2,27094
2019-01-01,마포구,휘발유,39,,,,39
2019-01-01,마포구,휘발유(무연),33997,23,43,,34063
2019-01-01,마포구,휘발유(무연),734,,,,734
2019-01-01,마포구,휘발유(유연),39,,,,39
2019-01-01,양천구,CNG,22,2,18,,42
2019-01-01,양천구,CNG,,641,,,641
2019-01-01,양천구,경유,35249,3590,11735,130,50704
2019-01-01,양천구,경유,61,151,2423,418,3053
2019-01-01,양천구,기타연료,2,47,150,3,202
2019-01-01,양천구,기타연료,,,43,,43
2019-01-01,양천구,수소,1,,,,1
2019-01-01,양천구,엘피지,8256,776,1032,1,10065
2019-01-01,양천구,엘피지,4493,4,219,,4716
2019-01-01,양천구,전기,170,,1,,171
2019-01-01,양천구,전기,27,,,,27
2019-01-01,양천구,하이브리드(LPG+전기),93,,,,93
2019-01-01,양천구,하이브리드(경유+전기),2,,,,2
2019-01-01,양천구,하이브리드(휘발유+전기),3130,,,,3130
2019-01-01,양천구,하이브리드(휘발유+전기),2,,,,2
2019-01-01,양천구,휘발유,33422,12,35,,33469
2019-01-01,양천구,휘발유,13,,,,13
2019-01-01,양천구,휘발유(무연),44128,22,35,,44185
2019-01-01,양천구,휘발유(무연),85,,,,85
2019-01-01,양천구,휘발유(유연),37,,,,37
2019-01-01,강서구,CNG,46,6,13,,65
2019-01-01,강서구,CNG,4,390,,,394
2019-01-01,강서구,경유,47210,5213,16371,151,68945
2019-01-01,강서구,경유,823,1069,3229,259,5380
2019-01-01,강서구,기타연료,4,59,180,5,248
2019-01-01,강서구,기타연료,,,25,,25
2019-01-01,강서구,수소,2,,,,2
2019-01-01,강서구,엘피지,11874,1053,1499,1,14427
2019-01-01,강서구,엘피지,8097,17,305,,8419
2019-01-01,강서구,전기,200,,1,,201
2019-01-01,강서구,전기,73,,,,73
2019-01-01,강서구,하이브리드(LPG+전기),118,,,,118
2019-01-01,강서구,하이브리드(경유+전기),2,,,,2
2019-01-01,강서구,하이브리드(휘발유+전기),3977,,,,3977
2019-01-01,강서구,하이브리드(휘발유+전기),2740,,,,2740
2019-01-01,강서구,휘발유,40286,22,46,,40354
2019-01-01,강서구,휘발유,97,2,,,99
2019-01-01,강서구,휘발유(무연),58220,33,38,1,58292
2019-01-01,강서구,휘발유(무연),591,1,,,592
2019-01-01,강서구,휘발유(유연),83,,,,83
2019-01-01,구로구,CNG,27,2,9,,38
2019-01-01,구로구,CNG,1,346,,,347
2019-01-01,구로구,경유,34082,4949,13711,154,52896
2019-01-01,구로구,경유,1723,352,2450,191,4716
2019-01-01,구로구,기타연료,,43,154,4,201
2019-01-01,구로구,기타연료,,,29,,29
2019-01-01,구로구,수소,2,,,,2
2019-01-01,구로구,엘피지,7667,705,980,1,9353
2019-01-01,구로구,엘피지,5770,7,255,,6032
2019-01-01,구로구,전기,137,,,,137
2019-01-01,구로구,전기,34,,,,34
2019-01-01,구로구,하이브리드(LPG+전기),103,,,,103
2019-01-01,구로구,하이브리드(휘발유+전기),2485,,,,2485
2019-01-01,구로구,하이브리드(휘발유+전기),166,,,,166
2019-01-01,구로구,휘발유,25843,15,44,,25902
2019-01-01,구로구,휘발유,263,,,,263
2019-01-01,구로구,휘발유(무연),38682,17,28,,38727
2019-01-01,구로구,휘발유(무연),2996,,,,2996
2019-01-01,구로구,휘발유(유연),42,,,,42
2019-01-01,구로구,휘발유(유연),12,,,,12
2019-01-01,금천구,CNG,19,2,6,,27
2019-01-01,금천구,CNG,,393,,,393
2019-01-01,금천구,경유,21492,3424,10311,66,35293
2019-01-01,금천구,경유,221,97,2074,89,2481
2019-01-01,금천구,기타연료,1,26,67,2,96
2019-01-01,금천구,기타연료,,,35,,35
2019-01-01,금천구,수소,1,,,,1
2019-01-01,금천구,엘피지,4339,496,748,1,5584
2019-01-01,금천구,엘피지,2531,2,178,,2711
2019-01-01,금천구,전기,93,,3,,96
2019-01-01,금천구,전기,38,,,,38
2019-01-01,금천구,하이브리드(LPG+전기),55,,,,55
2019-01-01,금천구,하이브리드(LPG+전기),1,,,,1
2019-01-01,금천구,하이브리드(경유+전기),,1,,,1
2019-01-01,금천구,하이브리드(휘발유+전기),1395,,,,1395
2019-01-01,금천구,하이브리드(휘발유+전기),23,,,,23
2019-01-01,금천구,휘발유,14587,10,35,,14632
2019-01-01,금천구,휘발유,11,,1,,12
2019-01-01,금천구,휘발유(무연),24148,9,14,,24171
2019-01-01,금천구,휘발유(무연),202,1,,,203
2019-01-01,금천구,휘발유(유연),37,,,,37
